Species	Symbol	Ensembl	Family	Protein	Entrez ID
Rattus_norvegicus	Zbtb16	ENSRNOG00000029980	ZBTB	ENSRNOP00000043640;ENSRNOP00000043640;	353227
Rattus_norvegicus	Prop1	ENSRNOG00000003671	Homeobox	ENSRNOP00000004872;	266738
Rattus_norvegicus	Foxi1	ENSRNOG00000006293	Fork_head	ENSRNOP00000009058;	287185
Rattus_norvegicus	Zfp287	ENSRNOG00000003215	zf-C2H2	ENSRNOP00000004291;	303212
Rattus_norvegicus	Nr4a2	ENSRNOG00000005600	NGFIB-like	ENSRNOP00000072142;ENSRNOP00000043812;	54278
Rattus_norvegicus	RGD1565622	ENSRNOG00000033792	zf-C2H2	ENSRNOP00000049810;	-
Rattus_norvegicus	Zfp398	ENSRNOG00000006703	zf-C2H2	ENSRNOP00000008743;	500108
Rattus_norvegicus	Hoxa11	ENSRNOG00000053884	Homeobox	ENSRNOP00000066085;	103692131
Rattus_norvegicus	Rxra	ENSRNOG00000009446	RXR-like	ENSRNOP00000012892;	25271
Rattus_norvegicus	AABR07055917.1	ENSRNOG00000033056	zf-C2H2	ENSRNOP00000043833;	-
Rattus_norvegicus	LOC100910577	ENSRNOG00000033583	zf-C2H2	ENSRNOP00000046422;	100910577
Rattus_norvegicus	Zfp708	ENSRNOG00000049662	zf-C2H2	ENSRNOP00000065848;ENSRNOP00000067291;	-
Rattus_norvegicus	AABR07002775.1	ENSRNOG00000048489	zf-C2H2	ENSRNOP00000065521;	-
Rattus_norvegicus	Mef2c	ENSRNOG00000033134	SRF	ENSRNOP00000068328;ENSRNOP00000068421;ENSRNOP00000068373;ENSRNOP00000068527;ENSRNOP00000067948;ENSRNOP00000068323;ENSRNOP00000067963;ENSRNOP00000068094;ENSRNOP00000068307;ENSRNOP00000067970;	499497
Rattus_norvegicus	Lrrfip1	ENSRNOG00000019892	LRRFIP	ENSRNOP00000045021;	367314
Rattus_norvegicus	LOC501406	ENSRNOG00000046353	zf-C2H2	ENSRNOP00000067386;ENSRNOP00000065760;	501406
Rattus_norvegicus	Mef2d	ENSRNOG00000031778	SRF	ENSRNOP00000041061;	81518
Rattus_norvegicus	Mbd4	ENSRNOG00000010919	MBD	ENSRNOP00000014537;	680915
Rattus_norvegicus	Dach1	ENSRNOG00000008834	DACH	ENSRNOP00000011926;	306096
Rattus_norvegicus	Plagl2	ENSRNOG00000010086	zf-C2H2	ENSRNOP00000059668;ENSRNOP00000071224;	296281
Rattus_norvegicus	Zfp266	ENSRNOG00000034037	zf-C2H2	ENSRNOP00000069702;ENSRNOP00000042506;	367034
Rattus_norvegicus	Zfp161	ENSRNOG00000016719	ZBTB	ENSRNOP00000022396;ENSRNOP00000022396;	282825
Rattus_norvegicus	Zfp637	ENSRNOG00000023065	zf-C2H2	ENSRNOP00000037628;	362425
Rattus_norvegicus	Zfp91	ENSRNOG00000012524	zf-C2H2	ENSRNOP00000016804;	246282
Rattus_norvegicus	AC109942.1	ENSRNOG00000029416	zf-C2H2	ENSRNOP00000040534;	-
Rattus_norvegicus	Alx1	ENSRNOG00000004390	Homeobox	ENSRNOP00000006007;	25401
Rattus_norvegicus	Zfp512b	ENSRNOG00000015558	zf-C2H2	ENSRNOP00000020873;	311721
Rattus_norvegicus	Zfp90	ENSRNOG00000020087	zf-C2H2	ENSRNOP00000075443;ENSRNOP00000027209;	498945
Rattus_norvegicus	Ovol2	ENSRNOG00000006850	zf-C2H2	ENSRNOP00000061477;	296201
Rattus_norvegicus	Zscan5b	ENSRNOG00000049014	zf-C2H2	ENSRNOP00000066733;	292566
Rattus_norvegicus	Csrnp3	ENSRNOG00000005359	CSRNP_N	ENSRNOP00000007197;	311093
Rattus_norvegicus	Klf5	ENSRNOG00000008785	zf-C2H2	ENSRNOP00000054653;ENSRNOP00000075155;	84410
Rattus_norvegicus	Cdc5l	ENSRNOG00000019975	MYB	ENSRNOP00000027264;	85434
Rattus_norvegicus	Myc	ENSRNOG00000004500	bHLH	ENSRNOP00000006188;	-
Rattus_norvegicus	Zfp202	ENSRNOG00000058932	zf-C2H2	ENSRNOP00000075094;ENSRNOP00000070672;	500981
Rattus_norvegicus	Paxbp1	ENSRNOG00000002036	GCFC	ENSRNOP00000002800;	681004
Rattus_norvegicus	AABR07027925.1	ENSRNOG00000013237	Pou	ENSRNOP00000017713;	-
Rattus_norvegicus	Zfp623	ENSRNOG00000009302	zf-C2H2	ENSRNOP00000012321;	102547932
Rattus_norvegicus	Zfp354a	ENSRNOG00000003634	zf-C2H2	ENSRNOP00000070798;ENSRNOP00000049437;	24522
Rattus_norvegicus	Klf2	ENSRNOG00000014205	zf-C2H2	ENSRNOP00000019052;	306330
Rattus_norvegicus	Gbx1	ENSRNOG00000013369	Homeobox	ENSRNOP00000017854;	246149
Rattus_norvegicus	AABR07040695.1	ENSRNOG00000048011	Homeobox	ENSRNOP00000065954;	-
Rattus_norvegicus	Tbx2	ENSRNOG00000003517	T-box	ENSRNOP00000004698;	303398
Rattus_norvegicus	Nkx6-1	ENSRNOG00000002149	Homeobox	ENSRNOP00000002928;	65193
Rattus_norvegicus	Runx1	ENSRNOG00000001704	Runt	ENSRNOP00000070750;ENSRNOP00000002313;	50662
Rattus_norvegicus	Hnf1b	ENSRNOG00000002598	Homeobox	ENSRNOP00000046025;	25640
Rattus_norvegicus	Atoh7	ENSRNOG00000000384	bHLH	ENSRNOP00000000432;	365564
Rattus_norvegicus	Zmiz2	ENSRNOG00000054513	zf-MIZ	ENSRNOP00000069227;	289783
Rattus_norvegicus	Atoh1	ENSRNOG00000006383	bHLH	ENSRNOP00000008358;	500156
Rattus_norvegicus	Zglp1	ENSRNOG00000042601	zf-GATA	ENSRNOP00000062768;	100360291
Rattus_norvegicus	Terf2	ENSRNOG00000020435	MYB	ENSRNOP00000027695;	361403
Rattus_norvegicus	Meox1	ENSRNOG00000020803	Homeobox	ENSRNOP00000028220;	363684
Rattus_norvegicus	Atoh8	ENSRNOG00000010716	bHLH	ENSRNOP00000014277;	500200
Rattus_norvegicus	Ebf2	ENSRNOG00000011548	COE	ENSRNOP00000016568;	361060
Rattus_norvegicus	Zic1	ENSRNOG00000014644	zf-C2H2	ENSRNOP00000019860;	64618
Rattus_norvegicus	RGD1561277	ENSRNOG00000051868	zf-C2H2	ENSRNOP00000070971;	691468
Rattus_norvegicus	Hsf4	ENSRNOG00000015253	HSF	ENSRNOP00000068369;	291960
Rattus_norvegicus	Lbx2	ENSRNOG00000052374	Homeobox	ENSRNOP00000071551;	500224
Rattus_norvegicus	Zfp605	ENSRNOG00000037428	zf-C2H2	ENSRNOP00000044439;	100365779
Rattus_norvegicus	Atf2	ENSRNOG00000001597	TF_bZIP	ENSRNOP00000002174;ENSRNOP00000046001;	81647
Rattus_norvegicus	Zfp28	ENSRNOG00000042777	zf-C2H2	ENSRNOP00000020523;	102548693
Rattus_norvegicus	Zfp26	ENSRNOG00000025937	zf-C2H2	ENSRNOP00000072254;ENSRNOP00000037843;	367033
Rattus_norvegicus	Zfp9	ENSRNOG00000006726	zf-C2H2	ENSRNOP00000009095;ENSRNOP00000073491;ENSRNOP00000058904;	-
Rattus_norvegicus	Zfp622	ENSRNOG00000059443	zf-C2H2	ENSRNOP00000075424;ENSRNOP00000068737;	294846
Rattus_norvegicus	Duxbl1	ENSRNOG00000025408	Homeobox	ENSRNOP00000044374;ENSRNOP00000075215;	306226
Rattus_norvegicus	Glis2	ENSRNOG00000004766	zf-C2H2	ENSRNOP00000006680;	302946
Rattus_norvegicus	Mxd1	ENSRNOG00000017720	bHLH	ENSRNOP00000023856;	362391
Rattus_norvegicus	Npas1	ENSRNOG00000015376	bHLH	ENSRNOP00000020855;	308387
Rattus_norvegicus	Nfic	ENSRNOG00000004505	CTF/NFI	ENSRNOP00000006168;	29228
Rattus_norvegicus	AABR07009373.1	ENSRNOG00000011429	HMG	ENSRNOP00000075288;	-
Rattus_norvegicus	Vdr	ENSRNOG00000054420	THR-like	ENSRNOP00000070446;	24873
Rattus_norvegicus	Mta3	ENSRNOG00000004685	zf-GATA	ENSRNOP00000058637;ENSRNOP00000068747;	100362346
Rattus_norvegicus	Nkx2-5	ENSRNOG00000020747	Homeobox	ENSRNOP00000028155;	114109
Rattus_norvegicus	Zbtb49	ENSRNOG00000005633	ZBTB	ENSRNOP00000042665;ENSRNOP00000068611;ENSRNOP00000068611;	305428
Rattus_norvegicus	LOC680200	ENSRNOG00000042308	zf-C2H2	ENSRNOP00000049291;	680200
Rattus_norvegicus	Rere	ENSRNOG00000017940	zf-GATA	ENSRNOP00000024443;	116665
Rattus_norvegicus	Elk4	ENSRNOG00000007887	ETS	ENSRNOP00000070409;ENSRNOP00000059567;ENSRNOP00000074516;	304786
Rattus_norvegicus	AC127605.1	ENSRNOG00000033156	HMG	ENSRNOP00000045913;ENSRNOP00000047700;	-
Rattus_norvegicus	Hlf	ENSRNOG00000002456	TF_bZIP	ENSRNOP00000052527;	690286
Rattus_norvegicus	Lef1	ENSRNOG00000010121	HMG	ENSRNOP00000013694;	161452
Rattus_norvegicus	Zfp36l2	ENSRNOG00000005067	zf-CCCH	ENSRNOP00000006725;	298765
Rattus_norvegicus	Tfap2c	ENSRNOG00000005246	AP-2	ENSRNOP00000006991;	362280
Rattus_norvegicus	Mbd3	ENSRNOG00000028956	MBD	ENSRNOP00000041242;	362834
Rattus_norvegicus	Sohlh1	ENSRNOG00000033983	bHLH	ENSRNOP00000042351;	362085
Rattus_norvegicus	Zfp560	ENSRNOG00000048394	zf-C2H2	ENSRNOP00000066643;	100359967
Rattus_norvegicus	AABR07002774.2	ENSRNOG00000029805	zf-C2H2	ENSRNOP00000062020;	-
Rattus_norvegicus	Aff1	ENSRNOG00000002232	AF-4	ENSRNOP00000071392;ENSRNOP00000062389;	305152
Rattus_norvegicus	Zbtb7b	ENSRNOG00000020640	ZBTB	ENSRNOP00000028010;ENSRNOP00000028010;	295248
Rattus_norvegicus	AABR07054723.1	ENSRNOG00000036747	zf-C2H2	ENSRNOP00000046284;	-
Rattus_norvegicus	Maz	ENSRNOG00000055082	zf-C2H2	ENSRNOP00000071552;ENSRNOP00000075418;	691842
Rattus_norvegicus	Nkx2-3	ENSRNOG00000016656	Homeobox	ENSRNOP00000051598;	309389
Rattus_norvegicus	Rorb	ENSRNOG00000013413	THR-like	ENSRNOP00000070178;ENSRNOP00000018137;	309288
Rattus_norvegicus	Tcf21	ENSRNOG00000016700	bHLH	ENSRNOP00000022798;	252856
Rattus_norvegicus	Hnf1a	ENSRNOG00000001183	Homeobox	ENSRNOP00000001565;	24817
Rattus_norvegicus	Neurog2	ENSRNOG00000010972	bHLH	ENSRNOP00000014570;	295475
Rattus_norvegicus	Foxn3	ENSRNOG00000004709	Fork_head	ENSRNOP00000006604;ENSRNOP00000070786;	314374
Rattus_norvegicus	Zbtb44	ENSRNOG00000005578	ZBTB	ENSRNOP00000069596;ENSRNOP00000069596;ENSRNOP00000007539;ENSRNOP00000007539;	363035
Rattus_norvegicus	Foxm1	ENSRNOG00000005936	Fork_head	ENSRNOP00000008012;ENSRNOP00000008003;	58921
Rattus_norvegicus	Smarca5	ENSRNOG00000018149	MYB	ENSRNOP00000024568;	307766
Rattus_norvegicus	Sox7	ENSRNOG00000012049	HMG	ENSRNOP00000016503;	290317
Rattus_norvegicus	Hmgb4	ENSRNOG00000032889	HMG	ENSRNOP00000041856;	685271
Rattus_norvegicus	Pou3f3	ENSRNOG00000038909	Pou	ENSRNOP00000073663;ENSRNOP00000040234;	-
Rattus_norvegicus	Nr2f2	ENSRNOG00000010308	RXR-like	ENSRNOP00000014152;ENSRNOP00000072005;	113984
Rattus_norvegicus	Hoxa1	ENSRNOG00000005628	Homeobox	ENSRNOP00000007807;	108348043
Rattus_norvegicus	Nfatc2	ENSRNOG00000012175	RHD	ENSRNOP00000059260;	311658
Rattus_norvegicus	Alx4	ENSRNOG00000000008	Homeobox	ENSRNOP00000000009;	296511
Rattus_norvegicus	Ebf3	ENSRNOG00000016102	COE	ENSRNOP00000021702;	361668
Rattus_norvegicus	Zfp524	ENSRNOG00000016565	zf-C2H2	ENSRNOP00000069116;	365179
Rattus_norvegicus	Dbp	ENSRNOG00000021027	TF_bZIP	ENSRNOP00000028547;ENSRNOP00000068721;	24309
Rattus_norvegicus	Dmtf1	ENSRNOG00000005908	MYB	ENSRNOP00000046030;ENSRNOP00000007948;	114485
Rattus_norvegicus	Hand2	ENSRNOG00000060448	bHLH	ENSRNOP00000074299;	-
Rattus_norvegicus	Hoxd11	ENSRNOG00000051472	Homeobox	ENSRNOP00000073361;	-
Rattus_norvegicus	Zfp414	ENSRNOG00000008378	zf-C2H2	ENSRNOP00000011094;	299647
Rattus_norvegicus	Hoxd1	ENSRNOG00000001572	Homeobox	ENSRNOP00000002140;	288151
Rattus_norvegicus	AABR07048419.2	ENSRNOG00000046629	zf-C2H2	ENSRNOP00000018209;ENSRNOP00000053737;	-
Rattus_norvegicus	Nfatc4	ENSRNOG00000020482	RHD	ENSRNOP00000071490;ENSRNOP00000027789;	305897
Rattus_norvegicus	Zfp110	ENSRNOG00000031328	zf-C2H2	ENSRNOP00000026298;	308362
Rattus_norvegicus	AC115666.1	ENSRNOG00000022971	zf-C2H2	ENSRNOP00000031832;	-
Rattus_norvegicus	Hoxb1	ENSRNOG00000008506	Homeobox	ENSRNOP00000011416;	303491
Rattus_norvegicus	RGD1566225	ENSRNOG00000055742	HMG	ENSRNOP00000073022;	317584
Rattus_norvegicus	Nkx1-2	ENSRNOG00000017006	Homeobox	ENSRNOP00000022904;	293568
Rattus_norvegicus	Dmrtc2	ENSRNOG00000020109	DM	ENSRNOP00000027242;	499100
Rattus_norvegicus	Foxr2	ENSRNOG00000030619	Fork_head	ENSRNOP00000045495;	302583
Rattus_norvegicus	Mecp2	ENSRNOG00000056659	MBD	ENSRNOP00000069913;	29386
Rattus_norvegicus	Tp63	ENSRNOG00000001924	P53	ENSRNOP00000059178;ENSRNOP00000032308;ENSRNOP00000061884;ENSRNOP00000033463;ENSRNOP00000002636;	246334
Rattus_norvegicus	Zfp217	ENSRNOG00000021787	zf-C2H2	ENSRNOP00000029826;ENSRNOP00000070336;	311764
Rattus_norvegicus	Hmgb2l1	ENSRNOG00000013167	HMG	ENSRNOP00000017635;	29395
Rattus_norvegicus	Dlx3	ENSRNOG00000004278	Homeobox	ENSRNOP00000005797;	287638
Rattus_norvegicus	Ebf4	ENSRNOG00000007408	COE	ENSRNOP00000028816;	680751
Rattus_norvegicus	Etv4	ENSRNOG00000020792	ETS	ENSRNOP00000028213;ENSRNOP00000070185;	360635
Rattus_norvegicus	Zfp770	ENSRNOG00000043037	zf-C2H2	ENSRNOP00000063838;	691610
Rattus_norvegicus	LOC108348302	ENSRNOG00000011492	zf-C2H2	ENSRNOP00000029094;	108348302
Rattus_norvegicus	Sim2	ENSRNOG00000054203	bHLH	ENSRNOP00000069809;	304071
Rattus_norvegicus	Nr5a2	ENSRNOG00000000653	SF-like	ENSRNOP00000000812;	60349
Rattus_norvegicus	Mbd2	ENSRNOG00000011853	MBD	ENSRNOP00000016112;	680172
Rattus_norvegicus	Lhx1	ENSRNOG00000002812	Homeobox	ENSRNOP00000003799;	257634
Rattus_norvegicus	Pms1	ENSRNOG00000004076	HMG	ENSRNOP00000047584;	494322
Rattus_norvegicus	Hoxc8	ENSRNOG00000028619	Homeobox	ENSRNOP00000035473;	24460
Rattus_norvegicus	Hmgxb3	ENSRNOG00000018132	HMG	ENSRNOP00000024704;	361335
Rattus_norvegicus	Zfp189	ENSRNOG00000006972	zf-C2H2	ENSRNOP00000009584;ENSRNOP00000071391;	313219
Rattus_norvegicus	Msc	ENSRNOG00000007540	bHLH	ENSRNOP00000009908;	312897
Rattus_norvegicus	Mynn	ENSRNOG00000027923	ZBTB	ENSRNOP00000010344;ENSRNOP00000075326;ENSRNOP00000075326;	361924
Rattus_norvegicus	LOC102554315	ENSRNOG00000006112	zf-C2H2	ENSRNOP00000008101;	102554315
Rattus_norvegicus	Smad4	ENSRNOG00000051965	MH1	ENSRNOP00000070425;ENSRNOP00000074882;	50554
Rattus_norvegicus	Drgx	ENSRNOG00000020045	Homeobox	ENSRNOP00000027186;	252880
Rattus_norvegicus	Pou3f4	ENSRNOG00000002784	Pou	ENSRNOP00000003724;	29589
Rattus_norvegicus	Baz2b	ENSRNOG00000056984	MBD	ENSRNOP00000073275;ENSRNOP00000071727;	317627
Rattus_norvegicus	Creb3l2	ENSRNOG00000012826	TF_bZIP	ENSRNOP00000017338;	362339
Rattus_norvegicus	AABR07035375.1	ENSRNOG00000046761	zf-C2H2	ENSRNOP00000064091;	-
Rattus_norvegicus	Zfp612	ENSRNOG00000016971	zf-C2H2	ENSRNOP00000022757;	307839
Rattus_norvegicus	Hic1	ENSRNOG00000046405	zf-C2H2	ENSRNOP00000004143;	303310
Rattus_norvegicus	Zfp397	ENSRNOG00000048101	zf-C2H2	ENSRNOP00000064992;	100909408
Rattus_norvegicus	Rhox13	ENSRNOG00000028050	Homeobox	ENSRNOP00000035168;	691244
Rattus_norvegicus	Lyl1	ENSRNOG00000002950	bHLH	ENSRNOP00000003980;	304663
Rattus_norvegicus	Hmga2	ENSRNOG00000042460	HMGA	ENSRNOP00000061041;	84017
Rattus_norvegicus	Zic4	ENSRNOG00000014871	zf-C2H2	ENSRNOP00000019938;	315882
Rattus_norvegicus	Dnajc1	ENSRNOG00000000150	MYB	ENSRNOP00000000162;	100360412
Rattus_norvegicus	Nfil3	ENSRNOG00000011668	TF_bZIP	ENSRNOP00000015525;	114519
Rattus_norvegicus	LOC100911196	ENSRNOG00000028628	zf-C2H2	ENSRNOP00000065258;	100911196
Rattus_norvegicus	Hes5	ENSRNOG00000013850	bHLH	ENSRNOP00000018769;	79225
Rattus_norvegicus	Alx3	ENSRNOG00000018290	Homeobox	ENSRNOP00000024611;	-
Rattus_norvegicus	Tbx4	ENSRNOG00000003544	T-box	ENSRNOP00000004736;	303399
Rattus_norvegicus	Tcf24	ENSRNOG00000052668	bHLH	ENSRNOP00000069940;	680678
Rattus_norvegicus	LOC102547287	ENSRNOG00000016462	zf-C2H2	ENSRNOP00000022527;	102547287
Rattus_norvegicus	Maf	ENSRNOG00000012428	TF_bZIP	ENSRNOP00000016577;	54267
Rattus_norvegicus	Zfp628	ENSRNOG00000038622	zf-C2H2	ENSRNOP00000030688;	-
Rattus_norvegicus	Mxd4	ENSRNOG00000015033	bHLH	ENSRNOP00000067906;ENSRNOP00000068353;ENSRNOP00000068275;	360961
Rattus_norvegicus	Sp4	ENSRNOG00000005472	zf-C2H2	ENSRNOP00000007625;	25162
Rattus_norvegicus	Sox6	ENSRNOG00000020514	HMG	ENSRNOP00000044088;ENSRNOP00000068898;	293165
Rattus_norvegicus	Zfp36l1	ENSRNOG00000058646	zf-CCCH	ENSRNOP00000075412;	29344
Rattus_norvegicus	Zfp319	ENSRNOG00000013460	zf-C2H2	ENSRNOP00000017971;	291849
Rattus_norvegicus	Zfp213	ENSRNOG00000021872	zf-C2H2	ENSRNOP00000038605;	287094
Rattus_norvegicus	Csrnp1	ENSRNOG00000033433	CSRNP_N	ENSRNOP00000045373;ENSRNOP00000071969;	363165
Rattus_norvegicus	Rcor3	ENSRNOG00000046445	MYB	ENSRNOP00000064314;	684192
Rattus_norvegicus	Zfp78	ENSRNOG00000015322	zf-C2H2	ENSRNOP00000037545;ENSRNOP00000036346;	103690110
Rattus_norvegicus	Tfam	ENSRNOG00000000613	HMG	ENSRNOP00000000753;	83474
Rattus_norvegicus	Ets1	ENSRNOG00000008941	ETS	ENSRNOP00000011925;	24356
Rattus_norvegicus	Nsd2	ENSRNOG00000038140	HMG	ENSRNOP00000021952;	680537
Rattus_norvegicus	Sp140	ENSRNOG00000022800	SAND	ENSRNOP00000031057;ENSRNOP00000071192;	316580
Rattus_norvegicus	Rxrb	ENSRNOG00000000464	RXR-like	ENSRNOP00000074360;ENSRNOP00000068701;ENSRNOP00000040499;	361801
Rattus_norvegicus	Hnf4g	ENSRNOG00000008971	RXR-like	ENSRNOP00000011890;ENSRNOP00000070293;	365744
Rattus_norvegicus	Zfp954	ENSRNOG00000022742	zf-C2H2	ENSRNOP00000047509;	308320
Rattus_norvegicus	LOC102551539	ENSRNOG00000043289	zf-C2H2	ENSRNOP00000058056;	100125368
Rattus_norvegicus	Rbpjl	ENSRNOG00000026295	CSL	ENSRNOP00000019127;	362268
Rattus_norvegicus	Zfp148	ENSRNOG00000001789	zf-C2H2	ENSRNOP00000071067;ENSRNOP00000002435;	58820
Rattus_norvegicus	Irf6	ENSRNOG00000005082	IRF	ENSRNOP00000007333;	364081
Rattus_norvegicus	Myf5	ENSRNOG00000004768	bHLH	ENSRNOP00000006453;	299766
Rattus_norvegicus	LOC103694540	ENSRNOG00000053042	zf-C2H2	ENSRNOP00000072793;ENSRNOP00000076064;	103694540
Rattus_norvegicus	AABR07002065.1	ENSRNOG00000019623	zf-C2H2	ENSRNOP00000041322;	-
Rattus_norvegicus	Fosl1	ENSRNOG00000020552	TF_bZIP	ENSRNOP00000027891;	25445
Rattus_norvegicus	AABR07066826.2	ENSRNOG00000049311	Homeobox	ENSRNOP00000066729;	-
Rattus_norvegicus	Znf354b	ENSRNOG00000029678	zf-C2H2	ENSRNOP00000004902;	102556119
Rattus_norvegicus	Hivep1	ENSRNOG00000014460	zf-C2H2	ENSRNOP00000019389;	-
Rattus_norvegicus	Crx	ENSRNOG00000013890	TF_Otx	ENSRNOP00000018858;	60446
Rattus_norvegicus	Tbx10	ENSRNOG00000017944	T-box	ENSRNOP00000024129;	688822
Rattus_norvegicus	Sry	ENSRNOG00000062090	HMG	ENSRNOP00000076001;	25221
Rattus_norvegicus	Msx1	ENSRNOG00000006876	Homeobox	ENSRNOP00000009101;	81710
Rattus_norvegicus	Zfp697	ENSRNOG00000049090	zf-C2H2	ENSRNOP00000065411;	102550892
Rattus_norvegicus	Bcl11b	ENSRNOG00000005776	zf-C2H2	ENSRNOP00000069404;ENSRNOP00000068641;ENSRNOP00000007602;	314423
Rattus_norvegicus	LOC102549842	ENSRNOG00000049259	zf-C2H2	ENSRNOP00000067564;ENSRNOP00000074910;	102549842
Rattus_norvegicus	Ubtf	ENSRNOG00000020937	HMG	ENSRNOP00000063740;ENSRNOP00000044305;	25574
Rattus_norvegicus	Thap2	ENSRNOG00000003993	THAP	ENSRNOP00000005443;	688019
Rattus_norvegicus	Pgr	ENSRNOG00000006831	ESR-like	ENSRNOP00000032053;	-
Rattus_norvegicus	Gata6	ENSRNOG00000023433	zf-GATA	ENSRNOP00000070439;ENSRNOP00000036967;	29300
Rattus_norvegicus	Tgif2lx2	ENSRNOG00000029850	Homeobox	ENSRNOP00000039918;	367885
Rattus_norvegicus	Gata4	ENSRNOG00000010708	zf-GATA	ENSRNOP00000014320;	54254
Rattus_norvegicus	Six3	ENSRNOG00000057031	Homeobox	ENSRNOP00000072181;ENSRNOP00000069889;	-
Rattus_norvegicus	Tsc22d3	ENSRNOG00000056135	TSC22	ENSRNOP00000072713;	83514
Rattus_norvegicus	Lhx6	ENSRNOG00000005996	Homeobox	ENSRNOP00000008817;	311901
Rattus_norvegicus	Dmrtb1	ENSRNOG00000023213	DM	ENSRNOP00000054155;	313484
Rattus_norvegicus	Tada2a	ENSRNOG00000002757	MYB	ENSRNOP00000003699;ENSRNOP00000071555;	360581
Rattus_norvegicus	Zfp84	ENSRNOG00000029043	zf-C2H2	ENSRNOP00000074660;ENSRNOP00000029398;ENSRNOP00000064170;ENSRNOP00000028158;ENSRNOP00000066294;	308482
Rattus_norvegicus	Ar	ENSRNOG00000005639	ESR-like	ENSRNOP00000009129;	24208
Rattus_norvegicus	Cebpd	ENSRNOG00000050869	TF_bZIP	ENSRNOP00000064025;	25695
Rattus_norvegicus	Fos	ENSRNOG00000008015	TF_bZIP	ENSRNOP00000010712;	314322
Rattus_norvegicus	Arid2	ENSRNOG00000004831	ARID	ENSRNOP00000006970;	366980
Rattus_norvegicus	Fosb	ENSRNOG00000046667	TF_bZIP	ENSRNOP00000065427;	100360880
Rattus_norvegicus	Cux1	ENSRNOG00000001424	CUT	ENSRNOP00000056243;	116639
Rattus_norvegicus	Tox2	ENSRNOG00000008146	HMG	ENSRNOP00000061248;	311615
Rattus_norvegicus	Hoxd9	ENSRNOG00000001580	Homeobox	ENSRNOP00000059218;	-
Rattus_norvegicus	Thap11	ENSRNOG00000019109	THAP	ENSRNOP00000025815;	307806
Rattus_norvegicus	Nr6a1	ENSRNOG00000013232	GCNF-like	ENSRNOP00000018751;	-
Rattus_norvegicus	Six2	ENSRNOG00000058827	Homeobox	ENSRNOP00000069414;	-
Rattus_norvegicus	Camta2	ENSRNOG00000004283	CG-1	ENSRNOP00000053461;	287462
Rattus_norvegicus	Aff4	ENSRNOG00000006965	AF-4	ENSRNOP00000009440;	303132
Rattus_norvegicus	Zfp647	ENSRNOG00000050651	zf-C2H2	ENSRNOP00000067685;	362948
Rattus_norvegicus	AABR07002784.1	ENSRNOG00000053366	zf-C2H2	ENSRNOP00000069477;	-
Rattus_norvegicus	Zfp827	ENSRNOG00000011697	zf-C2H2	ENSRNOP00000015929;	-
Rattus_norvegicus	Zic5	ENSRNOG00000014358	zf-C2H2	ENSRNOP00000063030;	361095
Rattus_norvegicus	Hoxc11	ENSRNOG00000016141	Homeobox	ENSRNOP00000021589;	100911859
Rattus_norvegicus	Foxo6	ENSRNOG00000032639	Fork_head	ENSRNOP00000051244;	-
Rattus_norvegicus	Arntl2	ENSRNOG00000001830	bHLH	ENSRNOP00000070632;ENSRNOP00000071979;ENSRNOP00000052338;	362464
Rattus_norvegicus	Zbtb10	ENSRNOG00000061862	ZBTB	ENSRNOP00000072643;ENSRNOP00000072643;ENSRNOP00000070510;ENSRNOP00000070510;	80338
Rattus_norvegicus	AC099444.1	ENSRNOG00000024617	zf-C2H2	ENSRNOP00000038285;	-
Rattus_norvegicus	St18	ENSRNOG00000006200	zf-C2HC	ENSRNOP00000075382;ENSRNOP00000072462;ENSRNOP00000056380;	266680
Rattus_norvegicus	Zfp174	ENSRNOG00000007655	zf-C2H2	ENSRNOP00000010059;	102551846
Rattus_norvegicus	Foxp2	ENSRNOG00000054508	Fork_head	ENSRNOP00000069190;	500037
Rattus_norvegicus	Zfp62	ENSRNOG00000051756	zf-C2H2	ENSRNOP00000073443;	497894
Rattus_norvegicus	Irf2	ENSRNOG00000009824	IRF	ENSRNOP00000071815;ENSRNOP00000013119;	290749
Rattus_norvegicus	Hoxc6	ENSRNOG00000016442	Homeobox	ENSRNOP00000022217;	252885
Rattus_norvegicus	Hmgb1	ENSRNOG00000058908	HMG	ENSRNOP00000069851;	-
Rattus_norvegicus	Tsc22d4	ENSRNOG00000050805	TSC22	ENSRNOP00000033658;	684980
Rattus_norvegicus	Pou6f1	ENSRNOG00000004595	Pou	ENSRNOP00000006095;	116545
Rattus_norvegicus	Cic	ENSRNOG00000056118	HMG	ENSRNOP00000073956;	308435
Rattus_norvegicus	Sp2	ENSRNOG00000010492	zf-C2H2	ENSRNOP00000072347;ENSRNOP00000059769;	303499
Rattus_norvegicus	Ybx3	ENSRNOG00000005480	CSD	ENSRNOP00000059241;ENSRNOP00000007427;	83807
Rattus_norvegicus	LOC680273	ENSRNOG00000039296	Fork_head	ENSRNOP00000056938;	680273
Rattus_norvegicus	Aff3	ENSRNOG00000018830	AF-4	ENSRNOP00000072037;ENSRNOP00000047638;	363220
Rattus_norvegicus	LOC100911319	ENSRNOG00000050108	zf-CCCH	ENSRNOP00000066942;	100911319
Rattus_norvegicus	Zic2	ENSRNOG00000054879	zf-C2H2	ENSRNOP00000069986;	361096
