#Gene_ID	Gene_symbol	description
ENSRNOG00000058886	AABR07007675.1	--
ENSRNOG00000029988	LOC103691423	60S ribosomal protein L36 pseudogene [Source:RGD Symbol%3BAcc:9314470]
ENSRNOG00000040120	Bhmt2	betaine-homocysteine S-methyltransferase 2 [Source:RGD Symbol%3BAcc:1359418]
ENSRNOG00000023588	Dmgdh	dimethylglycine dehydrogenase [Source:RGD Symbol%3BAcc:620453]
ENSRNOG00000011150	Arsb	arylsulfatase B [Source:RGD Symbol%3BAcc:2158]
ENSRNOG00000055813	AABR07007676.1	--
ENSRNOG00000011032	Lhfpl2	lipoma HMGIC fusion partner-like 2 [Source:RGD Symbol%3BAcc:1309869]
ENSRNOG00000061582	Scamp1	secretory carrier membrane protein 1 [Source:RGD Symbol%3BAcc:3625]
ENSRNOG00000041423	AABR07007689.1	--
ENSRNOG00000010624	Ap3b1	adaptor-related protein complex 3%2C beta 1 subunit [Source:RGD Symbol%3BAcc:1310256]
ENSRNOG00000041749	AABR07007690.2	--
ENSRNOG00000010615	AABR07007690.1	--
ENSRNOG00000058293	AABR07007691.1	--
ENSRNOG00000048342	Tbca	tubulin folding cofactor A [Source:RGD Symbol%3BAcc:1311538]
ENSRNOG00000010560	Otp	orthopedia homeobox [Source:RGD Symbol%3BAcc:727945]
ENSRNOG00000055870	AABR07007693.1	--
ENSRNOG00000025462	Wdr41	WD repeat domain 41 [Source:RGD Symbol%3BAcc:1306363]
ENSRNOG00000010280	Pde8b	phosphodiesterase 8B [Source:RGD Symbol%3BAcc:735041]
ENSRNOG00000056751	AABR07007699.1	--
ENSRNOG00000059441	AABR07007703.1	--
ENSRNOG00000028941	Zbed3	zinc finger%2C BED-type containing 3 [Source:RGD Symbol%3BAcc:1309665]
ENSRNOG00000044194	AABR07007705.1	--
ENSRNOG00000029304	Aggf1	angiogenic factor with G patch and FHA domains 1 [Source:RGD Symbol%3BAcc:1310888]
ENSRNOG00000054864	AABR07007710.1	--
ENSRNOG00000017890	Crhbp	corticotropin releasing hormone binding protein [Source:RGD Symbol%3BAcc:2403]
ENSRNOG00000017998	S100z	S100 calcium binding protein Z [Source:RGD Symbol%3BAcc:1562902]
ENSRNOG00000018003	F2rl1	F2R like trypsin receptor 1 [Source:RGD Symbol%3BAcc:620866]
ENSRNOG00000061142	AABR07007715.1	--
ENSRNOG00000060525	AABR07007717.3	--
ENSRNOG00000057200	AABR07007717.2	--
ENSRNOG00000056427	AABR07007717.1	--
ENSRNOG00000016544	Arhgef28	Rho guanine nucleotide exchange factor 28 [Source:RGD Symbol%3BAcc:1307061]
ENSRNOG00000061565	AABR07007723.1	--
ENSRNOG00000018045	AABR07007730.1	--
ENSRNOG00000048043	F2r	coagulation factor II (thrombin) receptor [Source:RGD Symbol%3BAcc:2586]
ENSRNOG00000058070	AABR07007730.2	--
ENSRNOG00000025406	Iqgap2	IQ motif containing GTPase activating protein 2 [Source:RGD Symbol%3BAcc:2321734]
ENSRNOG00000018054	F2rl2	coagulation factor II (thrombin) receptor-like 2 [Source:RGD Symbol%3BAcc:620871]
ENSRNOG00000056690	AABR07007735.1	--
ENSRNOG00000018068	Rn50_2_0457.1	--
ENSRNOG00000018094	Sv2c	synaptic vesicle glycoprotein 2c [Source:RGD Symbol%3BAcc:619718]
ENSRNOG00000041964	AABR07007743.1	--
ENSRNOG00000056646	AABR07007743.2	--
ENSRNOG00000045746	AABR07007744.1	--
ENSRNOG00000060714	AABR07007744.2	--
ENSRNOG00000057460	AABR07007745.1	--
ENSRNOG00000018193	Poc5	POC5 centriolar protein [Source:RGD Symbol%3BAcc:1310597]
ENSRNOG00000014549	Arhgef26	Rho guanine nucleotide exchange factor 26 [Source:RGD Symbol%3BAcc:1562559]
ENSRNOG00000025377	Ankdd1b	ankyrin repeat and death domain containing 1B [Source:RGD Symbol%3BAcc:2325067]
ENSRNOG00000060626	Polk	polymerase (DNA) kappa [Source:RGD Symbol%3BAcc:620058]
ENSRNOG00000046691	AABR07007758.1	--
ENSRNOG00000015686	Col4a3bp	collagen type IV alpha 3 binding protein [Source:RGD Symbol%3BAcc:1309131]
ENSRNOG00000016122	Hmgcr	3-hydroxy-3-methylglutaryl-CoA reductase [Source:RGD Symbol%3BAcc:2803]
ENSRNOG00000060072	AABR07007765.1	--
ENSRNOG00000025321	Ankrd31	ankyrin repeat domain 31 [Source:RGD Symbol%3BAcc:2323520]
ENSRNOG00000055451	Gcnt4	glucosaminyl (N-acetyl) transferase 4%2C core 2 (beta-1%2C6-N-acetylglucosaminyltransferase) [Source:MGI Symbol%3BAcc:MGI:2684919]
ENSRNOG00000061110	AABR07007775.3	--
ENSRNOG00000051888	AABR07007775.1	--
ENSRNOG00000016505	Fam169a	family with sequence similarity 169%2C member A [Source:RGD Symbol%3BAcc:1590893]
ENSRNOG00000016530	Nsa2	NSA2 ribosome biogenesis homolog [Source:RGD Symbol%3BAcc:621335]
ENSRNOG00000025285	Gfm2	G elongation factor%2C mitochondrial 2 [Source:RGD Symbol%3BAcc:1309854]
ENSRNOG00000025274	Hexb	hexosaminidase subunit beta [Source:RGD Symbol%3BAcc:1307607]
ENSRNOG00000016541	Enc1	ectodermal-neural cortex 1 [Source:RGD Symbol%3BAcc:1303152]
ENSRNOG00000053598	AABR07007789.1	--
ENSRNOG00000052392	AC119356.1	--
ENSRNOG00000058744	AC119356.3	--
ENSRNOG00000016591	Utp15	UTP15%2C small subunit processome component [Source:RGD Symbol%3BAcc:1310992]
ENSRNOG00000048118	LOC100910438	ankyrin repeat family A protein 2-like [Source:RGD Symbol%3BAcc:6498684]
ENSRNOG00000016912	Btf3	basic transcription factor 3 [Source:RGD Symbol%3BAcc:1308095]
ENSRNOG00000056225	AC119356.2	--
ENSRNOG00000043332	Foxd1	forkhead box D1 [Source:RGD Symbol%3BAcc:621712]
ENSRNOG00000057328	AABR07007793.2	--
ENSRNOG00000051855	AABR07007793.1	--
ENSRNOG00000061197	AABR07007793.3	--
ENSRNOG00000015472	Tmem174	transmembrane protein 174 [Source:RGD Symbol%3BAcc:1561129]
ENSRNOG00000015449	Tmem171	transmembrane protein 171 [Source:RGD Symbol%3BAcc:1359492]
ENSRNOG00000059761	AABR07007798.1	--
ENSRNOG00000061406	AABR07007799.1	--
ENSRNOG00000056276	AABR07007802.2	--
ENSRNOG00000055452	AABR07007802.1	--
ENSRNOG00000015334	Fcho2	FCH domain only 2 [Source:RGD Symbol%3BAcc:1565396]
ENSRNOG00000014999	Tnpo1	transportin 1 [Source:RGD Symbol%3BAcc:1308372]
ENSRNOG00000045818	LOC684444	similar to HIStone family member (his-41) [Source:RGD Symbol%3BAcc:1590323]
ENSRNOG00000017249	Zfp366	zinc finger protein 366 [Source:RGD Symbol%3BAcc:2322904]
ENSRNOG00000028403	Ptcd2	pentatricopeptide repeat domain 2 [Source:RGD Symbol%3BAcc:1310308]
ENSRNOG00000017272	Mrps27	mitochondrial ribosomal protein S27 [Source:RGD Symbol%3BAcc:1311829]
ENSRNOG00000017428	Map1b	microtubule-associated protein 1B [Source:RGD Symbol%3BAcc:3043]
ENSRNOG00000056895	AABR07007833.2	--
ENSRNOG00000051366	AABR07007833.1	--
ENSRNOG00000054044	AABR07007837.1	--
ENSRNOG00000059805	AABR07007839.1	--
ENSRNOG00000017712	Cartpt	CART prepropeptide [Source:RGD Symbol%3BAcc:2272]
ENSRNOG00000052960	AABR07007841.1	--
ENSRNOG00000017752	Mccc2	methylcrotonoyl-CoA carboxylase 2 [Source:RGD Symbol%3BAcc:1310279]
ENSRNOG00000017864	Bdp1	B double prime 1%2C subunit of RNA polymerase III transcription initiation factor IIIB [Source:RGD Symbol%3BAcc:1308512]
ENSRNOG00000017945	Serf1	small EDRK-rich factor 1 [Source:RGD Symbol%3BAcc:1565105]
ENSRNOG00000018067	Smn1	survival of motor neuron 1%2C telomeric [Source:RGD Symbol%3BAcc:620755]
ENSRNOG00000033693	Naip6	NLR family%2C apoptosis inhibitory protein 6 [Source:RGD Symbol%3BAcc:621281]
ENSRNOG00000018230	Gtf2h2	general transcription factor IIH subunit 2 [Source:RGD Symbol%3BAcc:1310499]
ENSRNOG00000018297	Ocln	occludin [Source:RGD Symbol%3BAcc:620089]
ENSRNOG00000057801	AC135826.1	--
ENSRNOG00000052167	Marveld2	MARVEL domain containing 2 [Source:RGD Symbol%3BAcc:1306909]
ENSRNOG00000018353	Rad17	RAD17 checkpoint clamp loader component [Source:RGD Symbol%3BAcc:1309515]
ENSRNOG00000039848	Ak6	adenylate kinase 6 [Source:RGD Symbol%3BAcc:7387335]
ENSRNOG00000051258	Taf9	TAF9 RNA polymerase II%2C TATA box binding protein (TBP)-associated factor [Source:RGD Symbol%3BAcc:727861]
ENSRNOG00000027410	Ccdc125	coiled-coil domain containing 125 [Source:RGD Symbol%3BAcc:1561673]
ENSRNOG00000018510	Cdk7	cyclin-dependent kinase 7 [Source:RGD Symbol%3BAcc:621124]
ENSRNOG00000061213	Mrps36	mitochondrial ribosomal protein S36 [Source:RGD Symbol%3BAcc:1309315]
ENSRNOG00000018615	Cenph	centromere protein H [Source:RGD Symbol%3BAcc:1583506]
ENSRNOG00000058539	Ccnb1	cyclin B1 [Source:RGD Symbol%3BAcc:2291]
ENSRNOG00000018746	Slc30a5	solute carrier family 30 member 5 [Source:RGD Symbol%3BAcc:1306931]
ENSRNOG00000048656	AABR07007853.1	--
ENSRNOG00000056525	AABR07007853.2	--
ENSRNOG00000057995	LOC102556051	uncharacterized LOC102556051 [Source:RGD Symbol%3BAcc:7668930]
ENSRNOG00000018903	Pik3r1	phosphoinositide-3-kinase regulatory subunit 1 [Source:RGD Symbol%3BAcc:3329]
ENSRNOG00000052924	AABR07007863.1	--
ENSRNOG00000054794	AABR07007874.1	--
ENSRNOG00000060901	AABR07007875.2	--
ENSRNOG00000055615	AABR07007875.1	--
ENSRNOG00000010720	Mast4	microtubule associated serine/threonine kinase family member 4 [Source:RGD Symbol%3BAcc:1310139]
ENSRNOG00000059628	AABR07007878.1	--
ENSRNOG00000058177	AABR07007879.1	--
ENSRNOG00000010266	Cd180	CD180 molecule [Source:RGD Symbol%3BAcc:1308170]
ENSRNOG00000027002	NEWGENE_1310139	microtubule associated serine/threonine kinase family member 4 [Source:RGD Symbol%3BAcc:9344213]
ENSRNOG00000060780	AABR07007883.1	--
ENSRNOG00000057265	AABR07007888.1	--
ENSRNOG00000032735	Srek1	splicing regulatory glutamic acid/lysine-rich protein 1 [Source:RGD Symbol%3BAcc:621696]
ENSRNOG00000047137	Erbin	erbb2 interacting protein [Source:RGD Symbol%3BAcc:1562952]
ENSRNOG00000056649	AABR07007896.1	--
ENSRNOG00000011561	Nln	neurolysin [Source:RGD Symbol%3BAcc:621518]
ENSRNOG00000011937	Sgtb	small glutamine rich tetratricopeptide repeat containing beta [Source:RGD Symbol%3BAcc:727976]
ENSRNOG00000012124	Trappc13	trafficking protein particle complex 13 [Source:RGD Symbol%3BAcc:1306583]
ENSRNOG00000012354	Trim23	tripartite motif-containing 23 [Source:RGD Symbol%3BAcc:621587]
ENSRNOG00000012505	Ppwd1	peptidylprolyl isomerase domain and WD repeat containing 1 [Source:RGD Symbol%3BAcc:1310204]
ENSRNOG00000039740	Cenpk	centromere protein K [Source:RGD Symbol%3BAcc:1310461]
ENSRNOG00000012655	Adamts6	ADAM metallopeptidase with thrombospondin type 1 motif%2C 6 [Source:RGD Symbol%3BAcc:1307678]
ENSRNOG00000049248	AABR07007905.1	--
ENSRNOG00000053229	AABR07007905.2	--
ENSRNOG00000059256	AABR07007908.1	--
ENSRNOG00000013252	Cwc27	CWC27 spliceosome-associated protein homolog [Source:RGD Symbol%3BAcc:1310697]
ENSRNOG00000013372	Fam159b	family with sequence similarity 159%2C member B [Source:RGD Symbol%3BAcc:1564672]
ENSRNOG00000013389	Rgs7bp	regulator of G-protein signalling 7 binding protein [Source:MGI Symbol%3BAcc:MGI:106334]
ENSRNOG00000049554	LOC100909885	olfactory receptor 8D1-like [Source:RGD Symbol%3BAcc:6501343]
ENSRNOG00000052866	AABR07007924.1	--
ENSRNOG00000058097	LOC100909958	olfactory receptor 149-like [Source:RGD Symbol%3BAcc:6501087]
ENSRNOG00000053897	LOC100910051	olfactory receptor 146-like [Source:RGD Symbol%3BAcc:6500436]
ENSRNOG00000061331	LOC100910041	olfactory receptor 146-like [Source:RGD Symbol%3BAcc:6500375]
ENSRNOG00000047687	LOC100910378	olfactory receptor 145-like [Source:RGD Symbol%3BAcc:6498960]
ENSRNOG00000047953	Olr1265	olfactory receptor 1265 [Source:RGD Symbol%3BAcc:1333722]
ENSRNOG00000048588	LOC100910145	olfactory receptor 147-like [Source:RGD Symbol%3BAcc:6499648]
ENSRNOG00000047601	AABR07007928.1	--
ENSRNOG00000057610	LOC100910227	olfactory receptor 149-like [Source:RGD Symbol%3BAcc:6499495]
ENSRNOG00000060027	LOC100910051	olfactory receptor 146-like [Source:RGD Symbol%3BAcc:6500436]
ENSRNOG00000059867	Olr1275	olfactory receptor 1275 [Source:RGD Symbol%3BAcc:1333840]
ENSRNOG00000049977	AABR07007931.1	--
ENSRNOG00000046359	LOC100909862	olfactory receptor 144-like [Source:RGD Symbol%3BAcc:6501208]
ENSRNOG00000054595	LOC103691445	olfactory receptor 150-like [Source:RGD Symbol%3BAcc:9463885]
ENSRNOG00000052652	LOC100910640	olfactory receptor 144-like [Source:RGD Symbol%3BAcc:6497293]
ENSRNOG00000043329	Rnf180	ring finger protein 180 [Source:RGD Symbol%3BAcc:1595064]
ENSRNOG00000058150	AABR07007942.1	--
ENSRNOG00000045693	LOC100910851	serine protease inhibitor Kazal-type 5-like [Source:RGD Symbol%3BAcc:6496266]
ENSRNOG00000045824	Spink14	serine peptidase inhibitor%2C Kazal type 14 [Source:RGD Symbol%3BAcc:1303288]
ENSRNOG00000048570	Spink6	serine peptidase inhibitor%2C Kazal type 6 [Source:RGD Symbol%3BAcc:1303338]
ENSRNOG00000051016	Spink9	serine peptidase inhibitor%2C Kazal type 9 [Source:RGD Symbol%3BAcc:1596746]
ENSRNOG00000010254	Htr1a	5-hydroxytryptamine receptor 1A [Source:RGD Symbol%3BAcc:2845]
ENSRNOG00000051778	AABR07007978.1	--
ENSRNOG00000053154	AABR07007980.1	--
ENSRNOG00000057850	AABR07007980.2	--
ENSRNOG00000053187	AABR07007986.1	--
ENSRNOG00000056598	AABR07007987.1	--
ENSRNOG00000052536	AABR07007992.1	--
ENSRNOG00000039717	Ipo11	importin 11 [Source:RGD Symbol%3BAcc:1311133]
ENSRNOG00000013596	Dimt1	DIM1 dimethyladenosine transferase 1 homolog [Source:RGD Symbol%3BAcc:1311752]
ENSRNOG00000014000	Kif2a	kinesin heavy chain member 2A [Source:RGD Symbol%3BAcc:70974]
ENSRNOG00000055768	AABR07007996.1	--
ENSRNOG00000056782	AABR07007996.2	--
ENSRNOG00000061053	AABR07007997.1	--
ENSRNOG00000029670	RGD1564606	similar to 60S ribosomal protein L23a [Source:RGD Symbol%3BAcc:1564606]
ENSRNOG00000054290	AABR07007998.1	--
ENSRNOG00000053649	AABR07008013.1	--
ENSRNOG00000053767	AABR07008014.1	--
ENSRNOG00000050795	AABR07008016.1	--
ENSRNOG00000014528	Zswim6	zinc finger%2C SWIM-type containing 6 [Source:RGD Symbol%3BAcc:1306624]
ENSRNOG00000031995	Smim15	small integral membrane protein 15 [Source:RGD Symbol%3BAcc:2324600]
ENSRNOG00000055079	Ndufaf2	NADH:ubiquinone oxidoreductase complex assembly factor 2 [Source:RGD Symbol%3BAcc:1560158]
ENSRNOG00000009968	Ercc8	excision repair cross-complementation group 8 [Source:RGD Symbol%3BAcc:1311570]
ENSRNOG00000032097	AABR07008025.1	--
ENSRNOG00000051672	AABR07008030.1	--
ENSRNOG00000010701	Depdc1b	DEP domain containing 1B [Source:RGD Symbol%3BAcc:1305799]
ENSRNOG00000010450	Elovl7	ELOVL fatty acid elongase 7 [Source:RGD Symbol%3BAcc:1310560]
ENSRNOG00000042536	Pde4d	phosphodiesterase 4D [Source:RGD Symbol%3BAcc:3281]
ENSRNOG00000040434	Mir582	microRNA 582 [Source:RGD Symbol%3BAcc:2325413]
ENSRNOG00000041930	AABR07008066.1	--
ENSRNOG00000047236	AABR07008066.2	--
ENSRNOG00000056624	AABR07008066.3	--
ENSRNOG00000011623	Rab3c	RAB3C%2C member RAS oncogene family [Source:RGD Symbol%3BAcc:620923]
ENSRNOG00000026989	Gapt	Grb2-binding adaptor protein%2C transmembrane [Source:RGD Symbol%3BAcc:1586621]
ENSRNOG00000011951	Plk2	polo-like kinase 2 [Source:RGD Symbol%3BAcc:620760]
ENSRNOG00000054928	AABR07008074.1	--
ENSRNOG00000026928	AABR07008097.1	--
ENSRNOG00000043292	Actbl2	actin%2C beta-like 2 [Source:RGD Symbol%3BAcc:1309504]
ENSRNOG00000048490	AABR07008099.1	--
ENSRNOG00000058955	AABR07008099.2	--
ENSRNOG00000054424	AABR07008103.1	--
ENSRNOG00000013002	Gpbp1	GC-rich promoter binding protein 1 [Source:RGD Symbol%3BAcc:1305492]
ENSRNOG00000013121	Mier3	mesoderm induction early response 1%2C family member 3 [Source:RGD Symbol%3BAcc:1311241]
ENSRNOG00000013177	LOC100912399	mitogen-activated protein kinase kinase kinase 1-like [Source:RGD Symbol%3BAcc:6487511]
ENSRNOG00000057337	AC111653.1	--
ENSRNOG00000054714	AABR07008107.1	--
ENSRNOG00000050275	LOC100912399	mitogen-activated protein kinase kinase kinase 1-like [Source:RGD Symbol%3BAcc:6487511]
ENSRNOG00000053901	AABR07008108.1	--
ENSRNOG00000013555	Ankrd55	ankyrin repeat domain 55 [Source:RGD Symbol%3BAcc:1307735]
ENSRNOG00000055198	AABR07008118.1	--
ENSRNOG00000059665	AABR07008118.2	--
ENSRNOG00000013963	Il6st	interleukin 6 signal transducer [Source:RGD Symbol%3BAcc:2903]
ENSRNOG00000042080	Il31ra	interleukin 31 receptor A [Source:RGD Symbol%3BAcc:1586478]
ENSRNOG00000026686	Ddx4	DEAD-box helicase 4 [Source:RGD Symbol%3BAcc:1308793]
ENSRNOG00000009851	Slc38a9	solute carrier family 38%2C member 9 [Source:RGD Symbol%3BAcc:1311881]
ENSRNOG00000052833	AABR07008123.1	--
ENSRNOG00000054288	AABR07008126.1	--
ENSRNOG00000009980	Plpp1	phospholipid phosphatase 1 [Source:RGD Symbol%3BAcc:621832]
ENSRNOG00000010125	Skiv2l2	Ski2 like RNA helicase 2 [Source:RGD Symbol%3BAcc:1305984]
ENSRNOG00000010369	Dhx29	DEAH-box helicase 29 [Source:RGD Symbol%3BAcc:2318361]
ENSRNOG00000010454	Ccno	cyclin O [Source:RGD Symbol%3BAcc:1565217]
ENSRNOG00000039588	Mcidas	multiciliate differentiation and DNA synthesis associated cell cycle protein [Source:RGD Symbol%3BAcc:1584164]
ENSRNOG00000036435	Mir449c	microRNA 449c [Source:RGD Symbol%3BAcc:4888547]
ENSRNOG00000036434	AC106510.1	--
ENSRNOG00000035622	Mir449a	microRNA 449a [Source:RGD Symbol%3BAcc:2325536]
ENSRNOG00000010461	Gpx8	glutathione peroxidase 8 [Source:RGD Symbol%3BAcc:1307506]
ENSRNOG00000010603	Gzma	granzyme A [Source:RGD Symbol%3BAcc:628640]
ENSRNOG00000055170	AABR07072704.1	--
ENSRNOG00000010661	Gzmk	granzyme K [Source:RGD Symbol%3BAcc:68401]
ENSRNOG00000010797	Esm1	endothelial cell-specific molecule 1 [Source:RGD Symbol%3BAcc:71013]
ENSRNOG00000039582	RGD1561161	similar to BC067074 protein [Source:RGD Symbol%3BAcc:1561161]
ENSRNOG00000053530	5S_rRNA	5S ribosomal RNA [Source:RFAM%3BAcc:RF00001]
ENSRNOG00000010971	Snx18	sorting nexin 18 [Source:RGD Symbol%3BAcc:1310367]
ENSRNOG00000010992	Hspb3	heat shock protein family B (small) member 3 [Source:RGD Symbol%3BAcc:68345]
ENSRNOG00000052560	AABR07008142.1	--
ENSRNOG00000047990	LOC100359700	eukaryotic translation initiation factor 1-like [Source:RGD Symbol%3BAcc:2323540]
ENSRNOG00000011105	Arl15	ADP-ribosylation factor like GTPase 15 [Source:RGD Symbol%3BAcc:1597407]
ENSRNOG00000058109	AABR07008152.1	--
ENSRNOG00000048474	AABR07008154.1	--
ENSRNOG00000045981	Olr1262	olfactory receptor 1262 [Source:RGD Symbol%3BAcc:1333637]
ENSRNOG00000047334	LOC100910077	olfactory receptor 145-like [Source:RGD Symbol%3BAcc:6500536]
ENSRNOG00000049183	Olr1265	olfactory receptor 1265 [Source:RGD Symbol%3BAcc:1333722]
ENSRNOG00000048892	Olr1265	olfactory receptor 1265 [Source:RGD Symbol%3BAcc:1333722]
ENSRNOG00000047572	Olr1265	olfactory receptor 1265 [Source:RGD Symbol%3BAcc:1333722]
ENSRNOG00000011383	Ndufs4	NADH:ubiquinone oxidoreductase subunit S4 [Source:RGD Symbol%3BAcc:1594380]
ENSRNOG00000011631	Fst	follistatin [Source:RGD Symbol%3BAcc:2633]
ENSRNOG00000056325	Mocs2	molybdenum cofactor synthesis 2 [Source:RGD Symbol%3BAcc:1359477]
ENSRNOG00000058111	Itga2	integrin alpha 2 [Source:RGD Symbol%3BAcc:621632]
ENSRNOG00000052163	AABR07008180.1	--
ENSRNOG00000060124	AABR07008181.1	--
ENSRNOG00000053550	Itga1	integrin subunit alpha 1 [Source:RGD Symbol%3BAcc:2923]
ENSRNOG00000061128	Pelo	pelota homolog (Drosophila) [Source:RGD Symbol%3BAcc:1359591]
ENSRNOG00000051788	AABR07008185.1	--
ENSRNOG00000057783	AABR07008206.1	--
ENSRNOG00000054205	AABR07008214.1	--
ENSRNOG00000012556	Isl1	ISL LIM homeobox 1 [Source:RGD Symbol%3BAcc:61957]
ENSRNOG00000054960	AABR07008216.1	--
ENSRNOG00000044082	5S_rRNA	5S ribosomal RNA [Source:RFAM%3BAcc:RF00001]
ENSRNOG00000031115	LOC499530	hypothetical protein LOC499530 [Source:RGD Symbol%3BAcc:1562302]
ENSRNOG00000010824	Parp8	poly (ADP-ribose) polymerase family%2C member 8 [Source:RGD Symbol%3BAcc:1587384]
ENSRNOG00000056354	AABR07008228.1	--
ENSRNOG00000046657	LOC100910954	cellular tumor antigen p53-like [Source:RGD Symbol%3BAcc:6495488]
ENSRNOG00000054421	AABR07008255.1	--
ENSRNOG00000060329	Emb	embigin [Source:RGD Symbol%3BAcc:621067]
ENSRNOG00000052551	AABR07008256.1	--
ENSRNOG00000056804	AABR07008256.2	--
ENSRNOG00000059924	AABR07008259.1	--
ENSRNOG00000055382	Hcn1	hyperpolarization-activated cyclic nucleotide-gated potassium channel 1 [Source:RGD Symbol%3BAcc:620688]
ENSRNOG00000053499	AABR07008272.1	--
ENSRNOG00000012136	Mrps30	mitochondrial ribosomal protein S30 [Source:RGD Symbol%3BAcc:1309697]
ENSRNOG00000054616	AABR07008285.1	--
ENSRNOG00000061261	AABR07008287.2	--
ENSRNOG00000056600	AABR07008287.1	--
ENSRNOG00000012278	Fgf10	fibroblast growth factor 10 [Source:RGD Symbol%3BAcc:2606]
ENSRNOG00000048493	AABR07008293.2	--
ENSRNOG00000057463	AABR07008293.3	--
ENSRNOG00000026899	AABR07008293.1	--
ENSRNOG00000022407	RGD1561520	similar to Ab2-162 [Source:RGD Symbol%3BAcc:1561520]
ENSRNOG00000026842	Nnt	nicotinamide nucleotide transhydrogenase [Source:RGD Symbol%3BAcc:1587346]
ENSRNOG00000058232	AC098186.1	--
ENSRNOG00000058580	Paip1	poly(A) binding protein interacting protein 1 [Source:RGD Symbol%3BAcc:1305668]
ENSRNOG00000017581	RGD1306227	similar to 4833420G17Rik protein [Source:RGD Symbol%3BAcc:1306227]
ENSRNOG00000027263	RGD1562550	similar to hypothetical protein FLJ21657 [Source:RGD Symbol%3BAcc:1562550]
ENSRNOG00000059640	Ccl28	C-C motif chemokine ligand 28 [Source:RGD Symbol%3BAcc:619937]
ENSRNOG00000016552	Hmgcs1	3-hydroxy-3-methylglutaryl-CoA synthase 1 [Source:RGD Symbol%3BAcc:70970]
ENSRNOG00000016353	Nim1k	NIM1 serine/threonine protein kinase [Source:RGD Symbol%3BAcc:1308116]
ENSRNOG00000015925	Zfp131	zinc finger protein 131 [Source:RGD Symbol%3BAcc:1307638]
ENSRNOG00000056816	AABR07008298.2	--
ENSRNOG00000061553	AABR07008298.3	--
ENSRNOG00000054825	AABR07008298.1	--
ENSRNOG00000039481	AABR07008300.1	--
ENSRNOG00000052649	AABR07008309.1	--
ENSRNOG00000056627	AABR07008319.1	--
ENSRNOG00000053086	AABR07008334.1	--
ENSRNOG00000039473	Ccdc152	coiled-coil domain containing 152 [Source:RGD Symbol%3BAcc:1561503]
ENSRNOG00000015654	Ghr	growth hormone receptor [Source:RGD Symbol%3BAcc:2687]
ENSRNOG00000057098	AABR07008337.1	--
ENSRNOG00000054353	AABR07008341.1	--
ENSRNOG00000053416	AABR07008344.1	--
ENSRNOG00000061926	AABR07008350.2	--
ENSRNOG00000048753	AABR07008350.1	--
ENSRNOG00000015622	Fbxo4	F-box protein 4 [Source:RGD Symbol%3BAcc:1307580]
ENSRNOG00000052775	RGD1305938	similar to expressed sequence AW549877 [Source:RGD Symbol%3BAcc:1305938]
ENSRNOG00000043094	Oxct1	3-oxoacid CoA transferase 1 [Source:RGD Symbol%3BAcc:1584008]
ENSRNOG00000014550	Plcxd3	phosphatidylinositol-specific phospholipase C%2C X domain containing 3 [Source:RGD Symbol%3BAcc:1308448]
ENSRNOG00000055772	AABR07008361.1	--
ENSRNOG00000024115	C6	complement component 6 [Source:RGD Symbol%3BAcc:2238]
ENSRNOG00000042327	Mroh2b	maestro heat-like repeat family member 2B [Source:RGD Symbol%3BAcc:1305413]
ENSRNOG00000060403	AABR07008372.1	--
ENSRNOG00000061379	C7	complement component 7 [Source:RGD Symbol%3BAcc:620318]
ENSRNOG00000001271	Card6	caspase recruitment domain family%2C member 6 [Source:RGD Symbol%3BAcc:1305805]
ENSRNOG00000060919	AC094562.1	--
ENSRNOG00000012799	Prkaa1	protein kinase AMP-activated catalytic subunit alpha 1 [Source:RGD Symbol%3BAcc:3387]
ENSRNOG00000013217	Ttc33	tetratricopeptide repeat domain 33 [Source:RGD Symbol%3BAcc:1564042]
ENSRNOG00000013240	Ptger4	prostaglandin E receptor 4 [Source:RGD Symbol%3BAcc:628641]
ENSRNOG00000052207	Rps15al4	ribosomal protein S15A-like 4 [Source:RGD Symbol%3BAcc:2319559]
ENSRNOG00000053756	LOC691716	similar to ribosomal protein S15a [Source:RGD Symbol%3BAcc:1596000]
ENSRNOG00000058923	AABR07008386.1	--
ENSRNOG00000056120	AABR07008390.1	--
ENSRNOG00000028930	Dab2	disabled 2%2C mitogen-responsive phosphoprotein [Source:RGD Symbol%3BAcc:621007]
ENSRNOG00000013736	C9	complement component 9 [Source:RGD Symbol%3BAcc:620319]
ENSRNOG00000052970	AABR07008397.1	--
ENSRNOG00000013886	Fyb	FYN binding protein [Source:RGD Symbol%3BAcc:1563421]
ENSRNOG00000011341	Rictor	RPTOR independent companion of MTOR%2C complex 2 [Source:RGD Symbol%3BAcc:1307224]
ENSRNOG00000033192	Osmr	oncostatin M receptor [Source:RGD Symbol%3BAcc:1302983]
ENSRNOG00000059278	AABR07008399.1	--
ENSRNOG00000011696	Lifr	leukemia inhibitory factor receptor alpha [Source:RGD Symbol%3BAcc:621431]
ENSRNOG00000012058	Egflam	EGF-like%2C fibronectin type III and laminin G domains [Source:RGD Symbol%3BAcc:1306592]
ENSRNOG00000054575	AABR07008402.1	--
ENSRNOG00000012819	Gdnf	glial cell derived neurotrophic factor [Source:RGD Symbol%3BAcc:2677]
